record started at: 10-08-19 04:43:02

file format version: 4
captureMode: Offline
eye resolution: 320x240 
scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
4200 4200 29.96 0:00:02:20.116/600 0:00:02:20.96/600 251.74 217.73 202.76 101.88 -1000.00 -1000.00 42.00 41.00 
4201 4201 29.96 0:00:02:20.136/600 0:00:02:20.116/600 254.04 217.66 202.13 101.86 -1000.00 -1000.00 43.00 41.00 
4202 4202 29.96 0:00:02:20.156/600 0:00:02:20.136/600 256.41 217.75 201.49 101.89 -1000.00 -1000.00 42.00 41.00 
4203 4203 29.96 0:00:02:20.176/600 0:00:02:20.156/600 258.82 217.60 200.84 101.86 -1000.00 -1000.00 43.00 41.00 
4204 4204 29.96 0:00:02:20.196/600 0:00:02:20.176/600 261.08 217.37 200.21 101.81 -1000.00 -1000.00 43.00 41.00 
4205 4205 29.96 0:00:02:20.216/600 0:00:02:20.196/600 263.44 217.60 199.58 101.87 -1000.00 -1000.00 44.00 41.00 
4206 4206 29.96 0:00:02:20.236/600 0:00:02:20.216/600 265.65 218.06 199.00 101.98 -1000.00 -1000.00 43.00 40.00 
4207 4207 29.96 0:00:02:20.256/600 0:00:02:20.236/600 267.86 218.70 198.42 102.13 -1000.00 -1000.00 43.00 42.00 
4208 4208 29.96 0:00:02:20.276/600 0:00:02:20.256/600 269.15 219.40 198.09 102.30 -1000.00 -1000.00 42.00 40.00 
4209 4209 29.96 0:00:02:20.296/600 0:00:02:20.276/600 269.96 219.94 197.89 102.43 -1000.00 -1000.00 42.00 41.00 
4210 4210 29.96 0:00:02:20.316/600 0:00:02:20.296/600 270.69 220.09 197.69 102.47 -1000.00 -1000.00 43.00 40.00 
4211 4211 29.96 0:00:02:20.336/600 0:00:02:20.316/600 271.14 220.20 197.57 102.49 -1000.00 -1000.00 42.00 41.00 
4212 4212 29.96 0:00:02:20.356/600 0:00:02:20.336/600 272.28 220.36 197.27 102.53 -1000.00 -1000.00 42.00 40.00 
4213 4213 29.96 0:00:02:20.376/600 0:00:02:20.356/600 273.39 220.32 196.97 102.53 -1000.00 -1000.00 42.00 41.00 
4214 4214 29.96 0:00:02:20.396/600 0:00:02:20.376/600 274.31 220.42 196.72 102.55 -1000.00 -1000.00 43.00 41.00 
4215 4215 29.96 0:00:02:20.416/600 0:00:02:20.396/600 274.84 220.14 196.56 102.49 -1000.00 -1000.00 43.00 40.00 
4216 4216 29.96 0:00:02:20.436/600 0:00:02:20.416/600 275.39 220.11 196.41 102.48 -1000.00 -1000.00 43.00 41.00 
4217 4217 29.96 0:00:02:20.456/600 0:00:02:20.436/600 275.89 219.98 196.27 102.45 -1000.00 -1000.00 43.00 41.00 
4218 4218 29.96 0:00:02:20.476/600 0:00:02:20.456/600 276.33 219.51 196.14 102.34 -1000.00 -1000.00 42.00 41.00 
4219 4219 29.96 0:00:02:20.496/600 0:00:02:20.476/600 276.97 219.27 195.95 102.28 -1000.00 -1000.00 44.00 42.00 
4220 4220 29.96 0:00:02:20.516/600 0:00:02:20.496/600 277.26 218.94 195.87 102.20 -1000.00 -1000.00 43.00 41.00 
4221 4221 29.96 0:00:02:20.536/600 0:00:02:20.516/600 277.19 218.35 195.87 102.06 -1000.00 -1000.00 42.00 42.00 
4222 4222 29.96 0:00:02:20.556/600 0:00:02:20.536/600 277.41 218.36 195.81 102.07 -1000.00 -1000.00 43.00 41.00 
4223 4223 29.96 0:00:02:20.576/600 0:00:02:20.556/600 277.66 218.49 195.74 102.10 -1000.00 -1000.00 43.00 42.00 
4224 4224 29.96 0:00:02:20.596/600 0:00:02:20.576/600 278.16 218.54 195.61 102.11 -1000.00 -1000.00 43.00 41.00 
4225 4225 29.96 0:00:02:21.16/600 0:00:02:20.596/600 278.22 219.80 195.63 102.41 -1000.00 -1000.00 43.00 42.00 
4226 4226 29.96 0:00:02:21.36/600 0:00:02:21.16/600 262.12 235.72 200.55 106.17 -1000.00 -1000.00 38.00 44.00 
4227 4227 29.96 0:00:02:21.56/600 0:00:02:21.36/600 239.57 260.61 207.52 112.05 -1000.00 -1000.00 41.00 47.00 
4228 4228 29.96 0:00:02:21.76/600 0:00:02:21.56/600 217.68 284.60 214.30 117.73 -1000.00 -1000.00 40.00 45.00 
4229 4229 29.96 0:00:02:21.96/600 0:00:02:21.76/600 197.25 307.21 220.62 123.08 -1000.00 -1000.00 40.00 46.00 
4230 4230 29.96 0:00:02:21.116/600 0:00:02:21.96/600 193.13 314.42 222.00 124.79 -1000.00 -1000.00 41.00 45.00 
4231 4231 29.96 0:00:02:21.136/600 0:00:02:21.116/600 195.93 312.27 221.17 124.29 -1000.00 -1000.00 41.00 45.00 
4232 4232 29.96 0:00:02:21.156/600 0:00:02:21.136/600 198.36 310.90 220.46 123.97 -1000.00 -1000.00 41.00 45.00 
4233 4233 29.96 0:00:02:21.176/600 0:00:02:21.156/600 199.61 307.82 220.01 123.23 -1000.00 -1000.00 41.00 46.00 
4234 4234 29.96 0:00:02:21.197/600 0:00:02:21.176/600 200.15 304.40 219.74 122.41 -1000.00 -1000.00 41.00 45.00 
4235 4235 29.96 0:00:02:21.217/600 0:00:02:21.197/600 200.28 301.32 219.59 121.67 -1000.00 -1000.00 41.00 45.00 
4236 4236 29.96 0:00:02:21.237/600 0:00:02:21.217/600 199.95 298.20 219.57 120.92 -1000.00 -1000.00 41.00 45.00 
4237 4237 29.96 0:00:02:21.257/600 0:00:02:21.237/600 199.91 297.33 219.55 120.71 -1000.00 -1000.00 40.00 45.00 
4238 4238 29.96 0:00:02:21.277/600 0:00:02:21.257/600 208.46 288.23 216.91 118.56 -1000.00 -1000.00 37.00 40.00 
4239 4239 29.96 0:00:02:21.297/600 0:00:02:21.277/600 229.19 269.70 210.65 114.19 -1000.00 -1000.00 43.00 42.00 
4240 4240 29.96 0:00:02:21.317/600 0:00:02:21.297/600 250.57 251.21 204.21 109.84 -1000.00 -1000.00 44.00 42.00 
4241 4241 29.96 0:00:02:21.337/600 0:00:02:21.317/600 272.16 232.84 197.72 105.50 -1000.00 -1000.00 44.00 42.00 
4242 4242 29.96 0:00:02:21.357/600 0:00:02:21.337/600 285.37 223.37 193.80 103.27 -1000.00 -1000.00 43.00 41.00 
4243 4243 29.96 0:00:02:21.377/600 0:00:02:21.357/600 286.45 223.22 193.49 103.24 -1000.00 -1000.00 43.00 41.00 
4244 4244 29.96 0:00:02:21.397/600 0:00:02:21.377/600 287.11 223.05 193.31 103.20 -1000.00 -1000.00 42.00 40.00 
4245 4245 29.96 0:00:02:21.417/600 0:00:02:21.397/600 287.80 222.96 193.12 103.18 -1000.00 -1000.00 42.00 40.00 
4246 4246 29.96 0:00:02:21.437/600 0:00:02:21.417/600 288.61 223.09 192.90 103.21 -1000.00 -1000.00 43.00 40.00 
4247 4247 29.96 0:00:02:21.457/600 0:00:02:21.437/600 288.98 223.41 192.81 103.29 -1000.00 -1000.00 42.00 41.00 
4248 4248 29.96 0:00:02:21.477/600 0:00:02:21.457/600 289.32 223.85 192.73 103.39 -1000.00 -1000.00 43.00 41.00 
4249 4249 29.96 0:00:02:21.497/600 0:00:02:21.477/600 289.74 224.29 192.63 103.50 -1000.00 -1000.00 43.00 41.00 
4250 4250 29.96 0:00:02:21.517/600 0:00:02:21.497/600 290.32 225.54 192.51 103.80 -1000.00 -1000.00 43.00 41.00 
4251 4251 29.96 0:00:02:21.537/600 0:00:02:21.517/600 291.87 242.79 192.65 107.93 -1000.00 -1000.00 43.00 45.00 
4252 4252 29.96 0:00:02:21.557/600 0:00:02:21.537/600 294.89 260.80 192.41 112.27 -1000.00 -1000.00 44.00 44.00 
4253 4253 29.96 0:00:02:21.577/600 0:00:02:21.557/600 297.67 278.38 192.22 116.54 -1000.00 -1000.00 43.00 44.00 
4254 4254 29.96 0:00:02:21.597/600 0:00:02:21.577/600 300.40 294.87 192.00 120.56 -1000.00 -1000.00 43.00 46.00 
4255 4255 29.96 0:00:02:22.17/600 0:00:02:21.597/600 302.23 295.77 191.52 120.79 -1000.00 -1000.00 42.00 46.00 
4256 4256 29.96 0:00:02:22.37/600 0:00:02:22.17/600 302.28 295.76 191.51 120.79 -1000.00 -1000.00 44.00 46.00 
4257 4257 29.96 0:00:02:22.57/600 0:00:02:22.37/600 302.06 295.93 191.57 120.83 -1000.00 -1000.00 44.00 46.00 
4258 4258 29.96 0:00:02:22.77/600 0:00:02:22.57/600 301.35 295.98 191.77 120.84 -1000.00 -1000.00 45.00 46.00 
4259 4259 29.96 0:00:02:22.97/600 0:00:02:22.77/600 300.64 295.79 191.96 120.79 -1000.00 -1000.00 45.00 46.00 
4260 4260 29.96 0:00:02:22.117/600 0:00:02:22.97/600 299.85 295.38 192.17 120.69 -1000.00 -1000.00 45.00 47.00 
4261 4261 29.96 0:00:02:22.137/600 0:00:02:22.117/600 300.79 293.77 191.86 120.30 -1000.00 -1000.00 44.00 46.00 
4262 4262 29.96 0:00:02:22.157/600 0:00:02:22.137/600 313.40 288.64 188.18 119.10 -1000.00 -1000.00 43.00 36.00 
4263 4263 29.96 0:00:02:22.177/600 0:00:02:22.157/600 330.95 283.46 183.12 117.91 -1000.00 -1000.00 45.00 30.00 
4264 4264 29.96 0:00:02:22.197/600 0:00:02:22.177/600 348.77 278.38 177.96 116.74 -1000.00 -1000.00 45.00 30.00 
4265 4265 29.96 0:00:02:22.217/600 0:00:02:22.197/600 365.20 274.08 173.20 115.75 -1000.00 -1000.00 46.00 31.00 
4266 4266 29.96 0:00:02:22.237/600 0:00:02:22.217/600 370.30 273.52 171.74 115.63 -1000.00 -1000.00 45.00 31.00 
4267 4267 29.96 0:00:02:22.257/600 0:00:02:22.237/600 370.73 272.88 171.60 115.47 -1000.00 -1000.00 46.00 33.00 
4268 4268 29.96 0:00:02:22.277/600 0:00:02:22.257/600 377.51 270.94 169.63 115.02 -1000.00 -1000.00 44.00 30.00 
4269 4269 29.96 0:00:02:22.297/600 0:00:02:22.277/600 385.18 270.03 167.42 114.83 -1000.00 -1000.00 45.00 31.00 
4270 4270 29.96 0:00:02:22.317/600 0:00:02:22.297/600 393.12 268.52 165.12 114.49 -1000.00 -1000.00 45.00 31.00 
4271 4271 29.96 0:00:02:22.338/600 0:00:02:22.317/600 401.09 266.54 162.79 114.03 -1000.00 -1000.00 45.00 29.00 
4272 4272 29.96 0:00:02:22.358/600 0:00:02:22.338/600 402.66 266.18 162.33 113.94 -1000.00 -1000.00 45.00 31.00 
4273 4273 29.96 0:00:02:22.378/600 0:00:02:22.358/600 403.35 265.09 162.11 113.68 -1000.00 -1000.00 45.00 32.00 
4274 4274 29.96 0:00:02:22.398/600 0:00:02:22.378/600 403.85 264.18 161.94 113.46 -1000.00 -1000.00 44.00 30.00 
4275 4275 29.96 0:00:02:22.418/600 0:00:02:22.398/600 398.26 262.12 163.47 112.93 -1000.00 -1000.00 40.00 29.00 
4276 4276 29.96 0:00:02:22.438/600 0:00:02:22.418/600 371.01 259.73 171.13 112.26 -1000.00 -1000.00 41.00 44.00 
4277 4277 29.96 0:00:02:22.458/600 0:00:02:22.438/600 340.97 257.50 179.50 111.62 -1000.00 -1000.00 45.00 45.00 
4278 4278 29.96 0:00:02:22.478/600 0:00:02:22.458/600 310.85 255.99 187.84 111.16 -1000.00 -1000.00 45.00 46.00 
4279 4279 29.96 0:00:02:22.498/600 0:00:02:22.478/600 286.25 256.30 194.64 111.16 -1000.00 -1000.00 45.00 46.00 
4280 4280 29.96 0:00:02:22.518/600 0:00:02:22.498/600 283.71 256.84 195.35 111.28 -1000.00 -1000.00 44.00 46.00 
4281 4281 29.96 0:00:02:22.538/600 0:00:02:22.518/600 284.05 257.61 195.28 111.47 -1000.00 -1000.00 45.00 45.00 
4282 4282 29.96 0:00:02:22.558/600 0:00:02:22.538/600 284.36 258.17 195.22 111.60 -1000.00 -1000.00 44.00 45.00 
4283 4283 29.96 0:00:02:22.578/600 0:00:02:22.558/600 285.06 258.68 195.04 111.73 -1000.00 -1000.00 44.00 45.00 
4284 4284 29.96 0:00:02:22.598/600 0:00:02:22.578/600 285.99 259.27 194.81 111.87 -1000.00 -1000.00 44.00 45.00 
4285 4285 29.96 0:00:02:23.18/600 0:00:02:22.598/600 286.16 259.46 194.77 111.92 -1000.00 -1000.00 44.00 44.00 
4286 4286 29.96 0:00:02:23.38/600 0:00:02:23.18/600 285.40 257.61 194.92 111.47 -1000.00 -1000.00 44.00 43.00 
4287 4287 29.96 0:00:02:23.58/600 0:00:02:23.38/600 284.13 254.91 195.17 110.82 -1000.00 -1000.00 44.00 44.00 
4288 4288 29.96 0:00:02:23.78/600 0:00:02:23.58/600 282.76 252.31 195.46 110.19 -1000.00 -1000.00 44.00 44.00 
4289 4289 29.96 0:00:02:23.98/600 0:00:02:23.78/600 281.87 249.85 195.63 109.60 -1000.00 -1000.00 44.00 44.00 
4290 4290 29.96 0:00:02:23.118/600 0:00:02:23.98/600 281.95 249.79 195.60 109.58 -1000.00 -1000.00 44.00 45.00 
4291 4291 29.96 0:00:02:23.138/600 0:00:02:23.118/600 282.36 250.53 195.51 109.76 -1000.00 -1000.00 44.00 45.00 
4292 4292 29.96 0:00:02:23.158/600 0:00:02:23.138/600 282.79 251.06 195.42 109.89 -1000.00 -1000.00 44.00 45.00 
4293 4293 29.96 0:00:02:23.178/600 0:00:02:23.158/600 282.96 251.39 195.38 109.97 -1000.00 -1000.00 43.00 45.00 
4294 4294 29.96 0:00:02:23.198/600 0:00:02:23.178/600 283.55 251.89 195.23 110.09 -1000.00 -1000.00 45.00 45.00 
4295 4295 29.96 0:00:02:23.218/600 0:00:02:23.198/600 284.02 252.27 195.12 110.19 -1000.00 -1000.00 45.00 45.00 
4296 4296 29.96 0:00:02:23.238/600 0:00:02:23.218/600 284.58 252.83 194.98 110.32 -1000.00 -1000.00 44.00 44.00 
4297 4297 29.96 0:00:02:23.258/600 0:00:02:23.238/600 285.58 253.62 194.73 110.51 -1000.00 -1000.00 44.00 45.00 
4298 4298 29.96 0:00:02:23.278/600 0:00:02:23.258/600 286.00 253.94 194.63 110.59 -1000.00 -1000.00 45.00 45.00 
4299 4299 29.96 0:00:02:23.298/600 0:00:02:23.278/600 286.57 254.59 194.49 110.75 -1000.00 -1000.00 45.00 45.00 
4300 4300 29.96 0:00:02:23.318/600 0:00:02:23.298/600 286.96 255.02 194.40 110.85 -1000.00 -1000.00 45.00 45.00 
4301 4301 29.96 0:00:02:23.338/600 0:00:02:23.318/600 287.31 255.68 194.32 111.02 -1000.00 -1000.00 45.00 46.00 
4302 4302 29.96 0:00:02:23.358/600 0:00:02:23.338/600 287.87 255.46 194.16 110.96 -1000.00 -1000.00 45.00 45.00 
4303 4303 29.96 0:00:02:23.378/600 0:00:02:23.358/600 289.50 254.30 193.68 110.69 -1000.00 -1000.00 46.00 45.00 
4304 4304 29.96 0:00:02:23.398/600 0:00:02:23.378/600 291.08 252.74 193.19 110.32 -1000.00 -1000.00 45.00 46.00 
4305 4305 29.96 0:00:02:23.418/600 0:00:02:23.398/600 292.49 251.05 192.75 109.92 -1000.00 -1000.00 45.00 45.00 
4306 4306 29.96 0:00:02:23.438/600 0:00:02:23.418/600 293.71 250.24 192.39 109.72 -1000.00 -1000.00 45.00 45.00 
4307 4307 29.96 0:00:02:23.459/600 0:00:02:23.438/600 294.44 250.63 192.20 109.82 -1000.00 -1000.00 46.00 46.00 
4308 4308 29.96 0:00:02:23.479/600 0:00:02:23.459/600 294.88 251.35 192.10 110.00 -1000.00 -1000.00 45.00 46.00 
4309 4309 29.96 0:00:02:23.499/600 0:00:02:23.479/600 295.25 251.83 192.01 110.11 -1000.00 -1000.00 45.00 46.00 
4310 4310 29.96 0:00:02:23.519/600 0:00:02:23.499/600 295.44 252.52 191.98 110.28 -1000.00 -1000.00 46.00 46.00 
4311 4311 29.96 0:00:02:23.539/600 0:00:02:23.519/600 296.31 251.91 191.73 110.13 -1000.00 -1000.00 44.00 45.00 
4312 4312 29.96 0:00:02:23.559/600 0:00:02:23.539/600 301.16 249.37 190.31 109.54 -1000.00 -1000.00 46.00 45.00 
4313 4313 29.96 0:00:02:23.579/600 0:00:02:23.559/600 305.84 246.61 188.92 108.88 -1000.00 -1000.00 46.00 45.00 
4314 4314 29.96 0:00:02:23.599/600 0:00:02:23.579/600 310.98 243.62 187.41 108.18 -1000.00 -1000.00 46.00 45.00 
4315 4315 29.96 0:00:02:24.19/600 0:00:02:23.599/600 314.94 241.62 186.25 107.71 -1000.00 -1000.00 46.00 44.00 
4316 4316 29.96 0:00:02:24.39/600 0:00:02:24.19/600 315.40 241.65 186.12 107.72 -1000.00 -1000.00 46.00 43.00 
4317 4317 29.96 0:00:02:24.59/600 0:00:02:24.39/600 312.96 245.94 186.93 108.74 -1000.00 -1000.00 45.00 46.00 
4318 4318 29.96 0:00:02:24.79/600 0:00:02:24.59/600 309.75 250.87 187.98 109.92 -1000.00 -1000.00 46.00 47.00 
4319 4319 29.96 0:00:02:24.99/600 0:00:02:24.79/600 306.75 255.69 188.96 111.08 -1000.00 -1000.00 46.00 47.00 
4320 4320 29.96 0:00:02:24.119/600 0:00:02:24.99/600 303.65 260.45 189.98 112.22 -1000.00 -1000.00 45.00 46.00 
4321 4321 29.96 0:00:02:24.139/600 0:00:02:24.119/600 304.02 261.27 189.90 112.42 -1000.00 -1000.00 46.00 47.00 
4322 4322 29.96 0:00:02:24.159/600 0:00:02:24.139/600 304.58 261.32 189.75 112.43 -1000.00 -1000.00 46.00 46.00 
4323 4323 29.96 0:00:02:24.179/600 0:00:02:24.159/600 305.15 261.38 189.59 112.45 -1000.00 -1000.00 46.00 46.00 
4324 4324 29.96 0:00:02:24.199/600 0:00:02:24.179/600 306.16 261.79 189.32 112.55 -1000.00 -1000.00 47.00 46.00 
4325 4325 29.96 0:00:02:24.219/600 0:00:02:24.199/600 306.70 262.32 189.19 112.68 -1000.00 -1000.00 46.00 45.00 
4326 4326 29.96 0:00:02:24.239/600 0:00:02:24.219/600 307.43 262.64 189.00 112.76 -1000.00 -1000.00 46.00 45.00 
4327 4327 29.96 0:00:02:24.259/600 0:00:02:24.239/600 308.36 263.22 188.76 112.90 -1000.00 -1000.00 46.00 46.00 
4328 4328 29.96 0:00:02:24.279/600 0:00:02:24.259/600 308.86 263.14 188.62 112.88 -1000.00 -1000.00 46.00 46.00 
4329 4329 29.96 0:00:02:24.299/600 0:00:02:24.279/600 307.28 264.64 189.11 113.24 -1000.00 -1000.00 43.00 47.00 
4330 4330 29.96 0:00:02:24.319/600 0:00:02:24.299/600 300.40 271.77 191.24 114.95 -1000.00 -1000.00 46.00 49.00 
4331 4331 29.96 0:00:02:24.339/600 0:00:02:24.319/600 293.16 278.61 193.47 116.58 -1000.00 -1000.00 46.00 49.00 
4332 4332 29.96 0:00:02:24.359/600 0:00:02:24.339/600 285.56 285.25 195.79 118.16 -1000.00 -1000.00 44.00 48.00 
4333 4333 29.96 0:00:02:24.379/600 0:00:02:24.359/600 280.33 290.00 197.39 119.29 -1000.00 -1000.00 45.00 48.00 
4334 4334 29.96 0:00:02:24.399/600 0:00:02:24.379/600 280.21 289.26 197.40 119.11 -1000.00 -1000.00 42.00 48.00 
4335 4335 29.96 0:00:02:24.419/600 0:00:02:24.399/600 280.55 288.28 197.27 118.87 -1000.00 -1000.00 44.00 49.00 
4336 4336 29.96 0:00:02:24.439/600 0:00:02:24.419/600 281.10 287.49 197.09 118.68 -1000.00 -1000.00 42.00 49.00 
4337 4337 29.96 0:00:02:24.459/600 0:00:02:24.439/600 281.68 286.94 196.91 118.55 -1000.00 -1000.00 45.00 49.00 
4338 4338 29.96 0:00:02:24.479/600 0:00:02:24.459/600 282.00 286.21 196.80 118.38 -1000.00 -1000.00 45.00 49.00 
4339 4339 29.96 0:00:02:24.499/600 0:00:02:24.479/600 281.73 285.91 196.87 118.30 -1000.00 -1000.00 44.00 49.00 
4340 4340 29.96 0:00:02:24.519/600 0:00:02:24.499/600 281.57 286.30 196.92 118.39 -1000.00 -1000.00 45.00 50.00 
4341 4341 29.96 0:00:02:24.539/600 0:00:02:24.519/600 280.99 286.51 197.09 118.44 -1000.00 -1000.00 43.00 50.00 
4342 4342 29.96 0:00:02:24.559/600 0:00:02:24.539/600 280.83 287.28 197.16 118.63 -1000.00 -1000.00 44.00 50.00 
4343 4343 29.96 0:00:02:24.579/600 0:00:02:24.559/600 280.85 287.64 197.17 118.72 -1000.00 -1000.00 46.00 50.00 
4344 4344 29.96 0:00:02:25.00/600 0:00:02:24.579/600 280.97 287.39 197.12 118.66 -1000.00 -1000.00 44.00 49.00 
4345 4345 29.96 0:00:02:25.20/600 0:00:02:25.00/600 281.21 286.98 197.04 118.56 -1000.00 -1000.00 46.00 49.00 
4346 4346 29.96 0:00:02:25.40/600 0:00:02:25.20/600 281.71 286.24 196.88 118.38 -1000.00 -1000.00 47.00 50.00 
4347 4347 29.96 0:00:02:25.60/600 0:00:02:25.40/600 281.65 285.83 196.88 118.28 -1000.00 -1000.00 44.00 49.00 
4348 4348 29.96 0:00:02:25.80/600 0:00:02:25.60/600 282.35 285.93 196.70 118.31 -1000.00 -1000.00 48.00 51.00 
4349 4349 29.96 0:00:02:25.100/600 0:00:02:25.80/600 281.82 286.03 196.85 118.33 -1000.00 -1000.00 42.00 49.00 
4350 4350 29.96 0:00:02:25.120/600 0:00:02:25.100/600 287.75 282.98 195.11 117.62 -1000.00 -1000.00 48.00 49.00 
4351 4351 29.96 0:00:02:25.140/600 0:00:02:25.120/600 294.00 280.07 193.28 116.93 -1000.00 -1000.00 48.00 49.00 
4352 4352 29.96 0:00:02:25.160/600 0:00:02:25.140/600 299.61 277.12 191.64 116.24 -1000.00 -1000.00 48.00 49.00 
4353 4353 29.96 0:00:02:25.180/600 0:00:02:25.160/600 306.59 274.27 189.61 115.57 -1000.00 -1000.00 48.00 50.00 
4354 4354 29.96 0:00:02:25.200/600 0:00:02:25.180/600 306.27 274.01 189.69 115.51 -1000.00 -1000.00 48.00 49.00 
4355 4355 29.96 0:00:02:25.220/600 0:00:02:25.200/600 306.50 273.64 189.61 115.42 -1000.00 -1000.00 48.00 49.00 
4356 4356 29.96 0:00:02:25.240/600 0:00:02:25.220/600 306.53 272.62 189.57 115.17 -1000.00 -1000.00 48.00 49.00 
4357 4357 29.96 0:00:02:25.260/600 0:00:02:25.240/600 306.15 271.57 189.64 114.92 -1000.00 -1000.00 48.00 50.00 
4358 4358 29.96 0:00:02:25.280/600 0:00:02:25.260/600 305.85 271.05 189.71 114.79 -1000.00 -1000.00 48.00 48.00 
4359 4359 29.96 0:00:02:25.300/600 0:00:02:25.280/600 304.98 270.46 189.93 114.64 -1000.00 -1000.00 45.00 48.00 
4360 4360 29.96 0:00:02:25.320/600 0:00:02:25.300/600 304.22 270.37 190.14 114.62 -1000.00 -1000.00 48.00 49.00 
4361 4361 29.96 0:00:02:25.340/600 0:00:02:25.320/600 303.74 270.08 190.26 114.55 -1000.00 -1000.00 48.00 49.00 
4362 4362 29.96 0:00:02:25.360/600 0:00:02:25.340/600 303.56 269.44 190.29 114.39 -1000.00 -1000.00 48.00 49.00 
4363 4363 29.96 0:00:02:25.380/600 0:00:02:25.360/600 303.59 268.91 190.27 114.26 -1000.00 -1000.00 49.00 49.00 
4364 4364 29.96 0:00:02:25.400/600 0:00:02:25.380/600 304.04 268.65 190.13 114.20 -1000.00 -1000.00 48.00 49.00 
4365 4365 29.96 0:00:02:25.420/600 0:00:02:25.400/600 320.09 272.30 185.80 115.14 -1000.00 -1000.00 45.00 36.00 
4366 4366 29.96 0:00:02:25.440/600 0:00:02:25.420/600 341.51 277.86 179.99 116.58 -1000.00 -1000.00 48.00 30.00 
4367 4367 29.96 0:00:02:25.460/600 0:00:02:25.440/600 361.92 284.35 174.44 118.25 -1000.00 -1000.00 48.00 32.00 
4368 4368 29.96 0:00:02:25.480/600 0:00:02:25.460/600 380.02 291.69 169.53 120.14 -1000.00 -1000.00 47.00 32.00 
4369 4369 29.96 0:00:02:25.500/600 0:00:02:25.480/600 381.19 298.11 169.39 121.73 -1000.00 -1000.00 48.00 37.00 
4370 4370 29.96 0:00:02:25.520/600 0:00:02:25.500/600 375.19 304.36 171.28 123.25 -1000.00 -1000.00 48.00 39.00 
4371 4371 29.96 0:00:02:25.540/600 0:00:02:25.520/600 369.42 311.88 173.15 125.09 -1000.00 -1000.00 48.00 45.00 
4372 4372 29.96 0:00:02:25.560/600 0:00:02:25.540/600 364.89 318.58 174.64 126.73 -1000.00 -1000.00 48.00 40.00 
4373 4373 29.96 0:00:02:25.580/600 0:00:02:25.560/600 362.64 322.67 175.41 127.73 -1000.00 -1000.00 48.00 43.00 
4374 4374 29.96 0:00:02:26.00/600 0:00:02:25.580/600 362.39 323.71 175.51 127.99 -1000.00 -1000.00 46.00 37.00 
4375 4375 29.96 0:00:02:26.20/600 0:00:02:26.00/600 362.60 321.33 175.38 127.40 -1000.00 -1000.00 45.00 34.00 
4376 4376 29.96 0:00:02:26.40/600 0:00:02:26.20/600 362.68 317.44 175.24 126.43 -1000.00 -1000.00 47.00 33.00 
4377 4377 29.96 0:00:02:26.60/600 0:00:02:26.40/600 351.06 317.56 178.53 126.40 -1000.00 -1000.00 29.00 47.00 
4378 4378 29.96 0:00:02:26.80/600 0:00:02:26.60/600 326.03 321.62 185.71 127.26 -1000.00 -1000.00 35.00 46.00 
4379 4379 29.96 0:00:02:26.100/600 0:00:02:26.80/600 300.56 325.05 192.95 127.97 -1000.00 -1000.00 36.00 48.00 
4380 4380 29.96 0:00:02:26.121/600 0:00:02:26.100/600 274.29 328.35 200.35 128.63 -1000.00 -1000.00 37.00 47.00 
4381 4381 29.96 0:00:02:26.141/600 0:00:02:26.121/600 258.32 327.17 204.72 128.25 -1000.00 -1000.00 38.00 48.00 
4382 4382 29.96 0:00:02:26.161/600 0:00:02:26.141/600 255.28 322.90 205.41 127.19 -1000.00 -1000.00 39.00 48.00 
4383 4383 29.96 0:00:02:26.181/600 0:00:02:26.161/600 251.46 319.81 206.35 126.41 -1000.00 -1000.00 39.00 47.00 
4384 4384 29.96 0:00:02:26.201/600 0:00:02:26.181/600 248.28 317.76 207.15 125.89 -1000.00 -1000.00 40.00 47.00 
4385 4385 29.96 0:00:02:26.221/600 0:00:02:26.201/600 245.20 315.95 207.93 125.44 -1000.00 -1000.00 38.00 47.00 
4386 4386 29.96 0:00:02:26.241/600 0:00:02:26.221/600 242.01 314.88 208.76 125.16 -1000.00 -1000.00 40.00 47.00 
4387 4387 29.96 0:00:02:26.261/600 0:00:02:26.241/600 246.58 309.86 207.33 123.96 -1000.00 -1000.00 38.00 44.00 
4388 4388 29.96 0:00:02:26.281/600 0:00:02:26.261/600 264.76 300.24 202.02 121.71 -1000.00 -1000.00 44.00 44.00 
4389 4389 29.96 0:00:02:26.301/600 0:00:02:26.281/600 283.60 290.94 196.52 119.53 -1000.00 -1000.00 45.00 46.00 
4390 4390 29.96 0:00:02:26.321/600 0:00:02:26.301/600 302.32 281.51 191.03 117.32 -1000.00 -1000.00 44.00 45.00 
4391 4391 29.96 0:00:02:26.341/600 0:00:02:26.321/600 314.62 276.88 187.46 116.24 -1000.00 -1000.00 45.00 46.00 
4392 4392 29.96 0:00:02:26.361/600 0:00:02:26.341/600 313.69 276.69 187.72 116.19 -1000.00 -1000.00 45.00 45.00 
4393 4393 29.96 0:00:02:26.381/600 0:00:02:26.361/600 311.88 275.92 188.20 115.99 -1000.00 -1000.00 44.00 43.00 
4394 4394 29.96 0:00:02:26.401/600 0:00:02:26.381/600 310.85 275.46 188.47 115.88 -1000.00 -1000.00 45.00 46.00 
